,country,year,gdp_per_capita,suicides/100k pop,75+ years,55-74 years,35-54 years,25-34 years,15-24 years,5-14 years,male,female,HDI for year
1900,Slovakia,2006,13763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8075714285714285
1901,Slovakia,2007,16815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8075714285714285
1902,Slovakia,2008,19530,134.2,35.6,34.19,33.25,19.5,11.3,0.36,116.13,18.07,0.8075714285714285
1903,Slovakia,2009,17299,139.08,40.16,39.08,33.97,15.05,10.82,0.0,127.55,11.53,0.8075714285714285
1904,Slovakia,2010,17387,143.68,40.76,35.1,35.69,17.86,12.48,1.79,124.52,19.16,0.827
1905,Slovakia,2012,18256,129.48,35.800000000000004,33.39,30.07,17.44,12.059999999999999,0.72,117.03,12.45,0.836
1906,Slovakia,2013,19226,143.91,43.48,36.83,30.209999999999997,19.09,13.940000000000001,0.36,127.41,16.5,0.84
1907,Slovakia,2014,19679,132.82,44.78,35.76,25.25,16.75,10.28,0.0,116.39,16.43,0.844
1908,Slovenia,1995,11291,393.87,131.95000000000002,98.02000000000001,75.77,47.18,37.870000000000005,3.08,313.79,80.08,0.782
1909,Slovenia,1996,11346,421.11,141.7,116.4,80.64,51.46,27.79,3.12,336.91,84.2,0.8565
1910,Slovenia,1997,11014,410.1,141.31,97.2,85.04,53.44,29.869999999999997,3.2399999999999998,338.93,71.17,0.8565
1911,Slovenia,1998,11767,413.6,133.42,98.01,83.35000000000001,46.25,48.400000000000006,4.17,328.15,85.45,0.8565
1912,Slovenia,1999,12041,393.36,126.59,101.37,79.67,51.830000000000005,30.5,3.4,318.05,75.31,0.8565
1913,Slovenia,2000,10783,404.12,147.49,103.13,76.74000000000001,44.339999999999996,31.549999999999997,0.87,314.81,89.31,0.824
1914,Slovenia,2001,10979,423.4,175.14000000000001,97.06,70.19,47.519999999999996,31.71,1.78,347.85,75.55,0.8565
1915,Slovenia,2002,12362,354.3,130.68,92.24000000000001,74.72,36.23,19.470000000000002,0.96,291.65,62.65,0.8565
1916,Slovenia,2003,15568,376.56,143.08,95.78999999999999,70.24,35.34,31.16,0.95,303.18,73.38,0.8565
1917,Slovenia,2004,18067,298.48,78.49000000000001,87.56,66.57000000000001,31.220000000000002,30.630000000000003,4.01,215.82,82.66,0.8565
1918,Slovenia,2005,19012,337.40999999999997,130.41,77.14,60.54,43.06,25.209999999999997,1.05,274.94,62.47,0.8569999999999999
1919,Slovenia,2006,20634,347.87,137.57,93.22,61.64,34.14,21.3,0.0,282.76,65.11,0.8565
1920,Slovenia,2007,24964,291.45,123.63,69.88,48.949999999999996,31.779999999999998,17.21,0.0,233.79999999999998,57.65,0.8565
1921,Slovenia,2008,28599,263.09,105.22,60.65,47.21,26.11,23.900000000000002,0.0,216.17,46.92,0.8565
1922,Slovenia,2009,25872,268.71,98.80000000000001,71.76,53.339999999999996,27.87,16.94,0.0,216.54,52.17,0.8565
1923,Slovenia,2010,24689,265.59000000000003,107.78,64.08,46.78,23.32,21.53,2.1,226.44,39.15,0.876
1924,Slovenia,2011,26377,281.66,123.91000000000001,71.78,45.739999999999995,21.380000000000003,18.85,0.0,234.44,47.22,0.8770000000000001
1925,Slovenia,2012,23820,279.74,119.01,67.45,49.17,24.400000000000002,18.6,1.11,238.18,41.56,0.878
1926,Slovenia,2013,24697,283.02,117.13,67.65,44.92,29.23,23.06,1.03,235.63,47.39,0.878
1927,Slovenia,2014,25569,240.37,98.6,54.98,43.32,24.3,18.16,1.01,206.23999999999998,34.13,0.88
1928,Slovenia,2015,22036,264.81,116.12,65.88,41.4,23.799999999999997,16.62,0.99,217.67000000000002,47.14,0.8565
1929,South Africa,1996,3908,8.03,3.9,1.12,1.08,1.0,0.89,0.04,6.78,1.25,0.6467142857142857
1930,South Africa,1997,3960,4.95,1.77,1.1500000000000001,0.67,0.73,0.63,0.0,3.25,1.7,0.6467142857142857
1931,South Africa,1998,3512,7.7,2.79,1.1400000000000001,1.21,1.3199999999999998,1.1400000000000001,0.1,5.9799999999999995,1.72,0.6467142857142857
1932,South Africa,1999,3424,10.87,3.56,1.32,2.04,2.36,1.47,0.12,8.52,2.35,0.6467142857142857
1933,South Africa,2000,3361,9.54,2.42,1.66,2.13,1.96,1.25,0.12000000000000001,7.87,1.67,0.632
1934,South Africa,2001,2953,12.43,3.05,1.19,2.5900000000000003,3.1100000000000003,2.35,0.14,10.700000000000001,1.73,0.6467142857142857
1935,South Africa,2002,2769,6.9799999999999995,1.22,1.01,1.6199999999999999,1.3499999999999999,1.6600000000000001,0.12000000000000001,5.65,1.33,0.6467142857142857
1936,South Africa,2003,4132,9.24,3.0999999999999996,1.1500000000000001,1.55,1.86,1.44,0.14,6.68,2.56,0.6467142857142857
1937,South Africa,2004,5323,12.63,3.25,2.11,2.3200000000000003,2.74,1.9899999999999998,0.22,10.15,2.48,0.6467142857142857
1938,South Africa,2005,5914,15.290000000000001,4.59,2.0,2.74,3.41,2.3899999999999997,0.16,11.66,3.63,0.613
1939,South Africa,2006,6166,17.92,5.890000000000001,2.48,2.67,4.08,2.48,0.32,14.73,3.19,0.6467142857142857
1940,South Africa,2007,6708,12.12,2.73,1.77,2.48,2.44,2.54,0.16,8.459999999999999,3.66,0.6467142857142857
1941,South Africa,2008,6573,14.14,3.74,1.6900000000000002,2.94,3.08,2.55,0.14,11.64,2.5,0.6467142857142857
1942,South Africa,2009,6517,10.71,2.2,2.0,1.95,2.2,2.2,0.16,8.19,2.52,0.6467142857142857
1943,South Africa,2010,8128,13.09,4.37,1.99,2.0700000000000003,2.7600000000000002,1.71,0.19,10.42,2.67,0.643
1944,South Africa,2011,8906,9.31,1.5,1.57,1.81,2.21,2.16,0.06,7.05,2.2600000000000002,0.651
1945,South Africa,2012,8347,13.56,3.12,2.0500000000000003,2.0,3.11,3.01,0.27,10.99,2.57,0.659
1946,South Africa,2013,7612,14.9,2.48,2.45,2.6900000000000004,4.07,2.9299999999999997,0.28,11.76,3.1399999999999997,0.663
1947,South Africa,2014,7174,15.08,3.15,2.06,2.52,3.8,3.41,0.14,12.31,2.77,0.666
1948,South Africa,2015,6403,13.0,3.1199999999999997,2.01,2.07,3.08,2.4,0.32,10.61,2.39,0.6467142857142857
1949,Spain,1985,5009,114.93,55.26,27.55,14.95,10.27,6.630000000000001,0.27,88.85,26.080000000000002,0.725
1950,Spain,1986,6919,119.83,53.349999999999994,29.35,15.46,12.3,8.45,0.9199999999999999,93.13,26.700000000000003,0.8317
1951,Spain,1987,8727,122.14,55.57,29.759999999999998,14.670000000000002,12.989999999999998,8.54,0.6100000000000001,94.31,27.830000000000002,0.8317
1952,Spain,1988,10250,127.28,58.900000000000006,28.07,16.17,13.18,10.25,0.7100000000000001,98.08,29.2,0.8317
1953,Spain,1989,11258,126.49000000000001,57.96,28.46,15.75,13.219999999999999,10.29,0.8099999999999999,98.7,27.79,0.8317
1954,Spain,1990,14517,129.24,64.34,27.22,14.360000000000001,13.64,8.8,0.88,99.97,29.27,0.7559999999999999
1955,Spain,1991,15574,121.83999999999999,56.4,28.56,13.55,13.129999999999999,9.290000000000001,0.9099999999999999,93.67999999999999,28.16,0.8317
1956,Spain,1992,17005,119.01,58.56,25.24,13.95,12.84,8.07,0.35,95.05,23.96,0.8317
1957,Spain,1993,14106,120.85000000000001,53.43000000000001,26.580000000000002,16.07,15.08,8.98,0.71,95.56,25.29,0.8317
1958,Spain,1994,14223,124.32000000000001,54.43000000000001,27.619999999999997,16.61,15.81,9.35,0.5,99.45,24.87,0.8317
1959,Spain,1995,16444,123.81,55.33,26.68,16.0,14.66,10.76,0.38,98.89,24.92,0.803
1960,Spain,1996,17166,126.53,54.480000000000004,27.229999999999997,17.33,16.08,10.82,0.59,98.57,27.96,0.8317
1961,Spain,1997,15738,131.32,60.64,26.64,17.32,15.68,10.39,0.6499999999999999,103.49,27.83,0.8317
1962,Spain,1998,16473,124.04,55.33,25.72,16.49,16.59,9.52,0.39,99.92,24.12,0.8317
1963,Spain,1999,16756,119.08,53.71,26.12,16.880000000000003,12.96,9.32,0.09,93.97,25.11,0.8317
1964,Spain,2000,15538,122.21000000000001,54.010000000000005,25.95,17.52,15.11,9.18,0.43999999999999995,97.47,24.740000000000002,0.827
1965,Spain,2001,16169,112.4,49.57,22.96,16.67,14.559999999999999,8.1,0.54,89.87,22.53,0.8317
1966,Spain,2002,17924,115.64,50.480000000000004,24.369999999999997,17.23,14.62,8.55,0.39,92.41,23.23,0.8317
1967,Spain,2003,22701,116.49,51.01,23.330000000000002,17.89,15.18,8.93,0.15000000000000002,93.3,23.189999999999998,0.8317
1968,Spain,2004,26372,112.63000000000001,48.11,22.86,18.830000000000002,13.7,8.55,0.5800000000000001,88.7,23.93,0.8317
1969,Spain,2005,28092,107.66,46.24,23.029999999999998,16.75,13.700000000000001,7.6000000000000005,0.33999999999999997,85.06,22.6,0.8450000000000001
1970,Spain,2006,30246,99.86999999999999,42.279999999999994,21.74,16.43,11.809999999999999,7.369999999999999,0.24,80.53999999999999,19.33,0.8317
1971,Spain,2007,34769,98.95,44.07,21.08,16.65,11.010000000000002,5.58,0.56,78.75,20.2,0.8317
1972,Spain,2008,37848,98.52,39.54,22.45,17.87,11.9,6.569999999999999,0.19,78.95,19.57,0.8317
1973,Spain,2009,34470,98.02,40.39,22.080000000000002,17.31,11.049999999999999,6.83,0.36,79.3,18.72,0.8317
1974,Spain,2010,32839,87.44,36.32,19.51,17.53,8.94,5.01,0.13,71.42999999999999,16.01,0.867
1975,Spain,2011,34097,88.59,37.73,18.96,17.04,9.96,4.8100000000000005,0.09,71.27,17.32,0.87
1976,Spain,2012,30146,96.88,40.03,20.58,18.04,11.49,6.53,0.21000000000000002,78.23,18.650000000000002,0.874
1977,Spain,2013,30792,101.32,38.24,23.869999999999997,20.630000000000003,10.56,7.640000000000001,0.38,79.09,22.23,0.874
1978,Spain,2014,31171,104.35000000000001,41.0,22.23,20.83,11.67,8.2,0.42000000000000004,81.92,22.43,0.876
1979,Spain,2015,27108,97.38000000000001,40.24,20.97,18.31,10.61,6.93,0.32,76.14,21.240000000000002,0.8317
1980,Sri Lanka,1985,431,558.72,146.92,78.48,70.57000000000001,113.1,142.67000000000002,6.98,415.42,143.3,0.597
1981,Sri Lanka,1986,454,529.8,143.82999999999998,78.52,70.44999999999999,108.03999999999999,124.44999999999999,4.51,406.3,123.5,0.6379999999999999
1982,Sri Lanka,1996,834,395.71000000000004,91.47,81.07000000000001,68.45,78.95,72.28999999999999,3.4799999999999995,310.03000000000003,85.68,0.6379999999999999
1983,Sri Lanka,1997,900,472.09999999999997,118.89999999999999,81.74,83.17,95.72,87.76,4.81,358.40999999999997,113.69,0.6379999999999999
1984,Sri Lanka,1998,935,451.15,123.78999999999999,83.25,82.67999999999999,85.09,71.05,5.29,358.27,92.88,0.6379999999999999
1985,Sri Lanka,1999,920,445.24,115.28,82.16999999999999,83.53999999999999,87.47,72.69999999999999,4.08,344.48,100.75999999999999,0.6379999999999999
1986,Sri Lanka,2000,953,427.29,120.55000000000001,84.63,78.14,78.88,62.24,2.8499999999999996,334.51,92.78,0.6789999999999999
1987,Sri Lanka,2001,912,358.06,93.02,74.47,72.15,66.26,50.19,1.9700000000000002,287.15999999999997,70.89999999999999,0.6379999999999999
1988,Sri Lanka,2002,951,339.41,91.27,69.91,70.0,57.29,47.79,3.15,274.07,65.34,0.6379999999999999
1989,Sri Lanka,2003,1077,352.75,103.24,72.56,70.13,55.83,48.91,2.08,285.42,67.33,0.6379999999999999
1990,Sri Lanka,2006,1580,328.73,112.25,62.88,58.15,49.34,44.52,1.59,261.98,66.75,0.6379999999999999
1991,Suriname,1985,2706,470.84,138.53,84.61,128.53,68.32,45.28,5.57,343.39,127.44999999999999,0.7076666666666666
1992,Suriname,1986,2731,211.99,96.52000000000001,13.03,27.4,27.62,44.91,2.51,154.59,57.400000000000006,0.7076666666666666
1993,Suriname,1987,2951,251.7,95.0,31.67,38.9,45.339999999999996,38.28,2.51,196.47,55.23,0.7076666666666666
1994,Suriname,1988,3418,209.72,59.99,41.5,26.26,36.53,45.44,0.0,129.78,79.94,0.7076666666666666
1995,Suriname,1989,1560,212.12,59.75,28.04,56.85,34.79,32.69,0.0,145.04000000000002,67.08,0.7076666666666666
1996,Suriname,1990,1114,214.09,150.0,6.25,7.14,29.240000000000002,19.240000000000002,2.22,204.03,10.059999999999999,0.7076666666666666
1997,Suriname,1991,1235,215.46,59.0,26.03,37.6,54.019999999999996,34.14,4.67,125.57,89.89,0.7076666666666666
1998,Suriname,1992,1093,137.96,0.0,31.93,31.25,33.89,36.34,4.55,102.65,35.31,0.7076666666666666
1999,Suriname,1995,1782,182.52,33.86,33.66,25.84,44.96,42.2,2.0,143.07999999999998,39.44,0.7076666666666666
2000,Suriname,1996,2174,84.27,32.47,9.4,15.82,14.61,9.870000000000001,2.1,72.88,11.39,0.7076666666666666
2001,Suriname,1997,2314,115.69,31.14,23.84,17.36,19.990000000000002,17.23,6.13,87.69,28.0,0.7076666666666666
2002,Suriname,1998,2318,101.95,29.94,14.41,22.82,27.42,7.359999999999999,0.0,82.83,19.119999999999997,0.7076666666666666
2003,Suriname,1999,2142,216.70000000000002,86.56,47.17,23.86,27.16,31.95,0.0,179.34,37.36,0.7076666666666666
2004,Suriname,2000,2129,127.92999999999999,0.0,22.22,32.43,42.39,28.93,1.96,88.5,39.43,0.7076666666666666
2005,Suriname,2001,1798,218.09,26.25,67.72,38.83,64.72,16.66,3.91,172.58,45.51,0.7076666666666666
2006,Suriname,2002,2507,214.23,44.769999999999996,44.15,34.14,50.18,32.95,8.04,142.27,71.96,0.7076666666666666
2007,Suriname,2003,2916,246.0,48.16,66.74,38.6,65.5,23.15,3.85,198.95999999999998,47.04,0.7076666666666666
2008,Suriname,2004,3360,202.1,41.68,56.519999999999996,47.78,22.7,27.490000000000002,5.93,142.82,59.28,0.7076666666666666
2009,Suriname,2005,4009,211.17,40.67,42.75,34.85,55.85,31.229999999999997,5.82,165.48,45.69,0.6919999999999998
2010,Suriname,2006,5794,298.26,43.89,61.790000000000006,67.85000000000001,56.16,66.56,2.01,228.83,69.43,0.7076666666666666
2011,Suriname,2007,6397,356.14,96.34,56.86,66.07,76.75999999999999,48.379999999999995,11.73,253.54999999999998,102.59,0.7076666666666666
2012,Suriname,2008,7601,416.82,98.47,79.78999999999999,85.76,69.2,75.88,7.720000000000001,325.74,91.08,0.7076666666666666
2013,Suriname,2009,8238,369.71,96.41,68.99000000000001,82.25,56.34,57.7,8.02,283.86,85.85000000000001,0.7076666666666666
2014,Suriname,2010,9176,425.3,159.31,49.15,79.3,66.28,59.23,12.03,287.24,138.06,0.707
2015,Suriname,2011,9184,353.31,96.45,47.85,69.3,70.58,65.00999999999999,4.12,285.05,68.26,0.709
2016,Suriname,2012,10227,454.11,187.06,69.72999999999999,62.71,74.48,53.91,6.22,378.07,76.03999999999999,0.711
2017,Suriname,2013,10451,286.8,18.28,44.5,66.34,87.92,61.86,7.9,213.18,73.62,0.713
2018,Suriname,2014,10530,357.34000000000003,102.92,59.08,65.85,86.45,34.96,8.08,268.72,88.62,0.714
2019,Sweden,1987,22813,230.91,68.53,47.17,52.099999999999994,40.28,22.439999999999998,0.39,166.76999999999998,64.14,0.8866666666666667
2020,Sweden,1988,25731,231.67,60.94,51.61,53.089999999999996,41.18,24.05,0.7999999999999999,167.04,64.63,0.8866666666666667
2021,Sweden,1989,26978,238.34,66.77,51.83,44.83,46.32,28.169999999999998,0.42,175.07999999999998,63.26,0.8866666666666667
2022,Sweden,1990,32246,222.05,69.97,51.57,42.760000000000005,36.84,19.91,1.0,161.32,60.730000000000004,0.815
2023,Sweden,1991,33623,217.54,63.58,48.3,45.68,36.849999999999994,21.919999999999998,1.21,157.94,59.6,0.8866666666666667
2024,Sweden,1992,34721,200.78,65.55,44.08,42.38,31.439999999999998,16.74,0.59,145.02,55.76,0.8866666666666667
2025,Sweden,1993,25880,200.97,64.87,42.11,44.63,30.55,18.62,0.19,144.97,56.0,0.8866666666666667
2026,Sweden,1994,27658,195.69,65.84,42.88,39.68,30.2,16.7,0.39,142.58,53.11,0.8866666666666667
2027,Sweden,1995,32072,191.72,60.05,41.17,43.769999999999996,27.310000000000002,18.68,0.74,137.15,54.57,0.856
2028,Sweden,1996,34819,178.24,53.87,39.46,38.510000000000005,29.31,16.53,0.56,128.0,50.24,0.8866666666666667
2029,Sweden,1997,31821,167.19,45.239999999999995,38.1,38.32,26.29,18.169999999999998,1.07,122.92999999999999,44.26,0.8866666666666667
2030,Sweden,1998,31966,175.8,55.71,43.04,36.1,24.28,16.15,0.52,129.91,45.89,0.8866666666666667
2031,Sweden,1999,32328,172.64,51.370000000000005,38.71,37.3,23.619999999999997,21.14,0.5,126.42,46.22,0.8866666666666667
2032,Sweden,2000,30896,162.5,52.33,37.02,32.410000000000004,23.189999999999998,17.2,0.35,120.69,41.81,0.8969999999999999
2033,Sweden,2001,28429,167.49,55.17,38.64,36.29,21.76,14.77,0.8600000000000001,121.69,45.8,0.8866666666666667
2034,Sweden,2002,31175,162.71,46.58,38.870000000000005,34.08,22.830000000000002,19.15,1.2000000000000002,121.82000000000001,40.89,0.8866666666666667
2035,Sweden,2003,38997,153.41,44.39,33.99,32.38,24.32,17.8,0.53,108.10000000000001,45.31,0.8866666666666667
2036,Sweden,2004,44831,157.41,44.06,37.24,32.769999999999996,19.830000000000002,22.24,1.27,116.63,40.78,0.8866666666666667
2037,Sweden,2005,45563,164.62,47.47,38.480000000000004,35.23,23.189999999999998,18.59,1.6600000000000001,116.86,47.76,0.892
2038,Sweden,2006,48977,160.76,46.53,36.41,34.74,20.72,21.6,0.76,112.67,48.09,0.8866666666666667
2039,Sweden,2007,56531,147.39,39.46,32.019999999999996,34.480000000000004,22.56,17.52,1.35,108.73,38.66,0.8866666666666667
2040,Sweden,2008,59155,155.68,42.91,34.49,31.33,23.85,22.29,0.81,115.26,40.42,0.8866666666666667
2041,Sweden,2009,49070,160.4,41.89,35.47,35.55,24.740000000000002,21.560000000000002,1.19,118.33,42.07,0.8866666666666667
2042,Sweden,2010,55352,146.54,38.74,35.05,30.08,23.36,18.71,0.6,110.49,36.05,0.9010000000000001
2043,Sweden,2011,63380,141.77,34.58,32.22,28.9,25.86,19.22,0.99,102.05,39.72,0.903
2044,Sweden,2012,60776,148.10999999999999,41.87,31.99,31.36,23.189999999999998,18.71,0.99,109.03999999999999,39.07,0.904
2045,Sweden,2013,64133,158.20000000000002,42.99,34.92,30.130000000000003,25.590000000000003,23.82,0.75,113.03,45.17,0.9049999999999999
2046,Sweden,2014,62956,149.05,44.129999999999995,29.490000000000002,29.26,24.740000000000002,20.31,1.12,106.12,42.93,0.907
2047,Sweden,2015,54629,149.3,41.51,33.59,30.33,24.78,17.6,1.49,109.0,40.3,0.8866666666666667
2048,Switzerland,1995,51774,283.07,106.25,64.98,47.83,32.64,30.89,0.48,216.85999999999999,66.21000000000001,0.846
2049,Switzerland,1996,49621,279.89,103.69,60.81,49.04,35.09,30.32,0.94,209.2,70.69,0.909
2050,Switzerland,1997,42923,266.77,106.47999999999999,52.32,45.01,33.5,28.740000000000002,0.72,198.16,68.61,0.909
2051,Switzerland,1998,43872,273.42,108.89,58.74,43.370000000000005,33.78,27.46,1.18,212.06,61.36,0.909
2052,Switzerland,1999,42859,251.98,99.64,52.17,42.82,31.17,25.229999999999997,0.95,189.93,62.050000000000004,0.909
2053,Switzerland,2000,39952,266.2,106.22,54.519999999999996,44.46,36.46,23.38,1.1600000000000001,199.22,66.98,0.888
2054,Switzerland,2001,40582,261.69,110.38999999999999,56.59,40.63,26.080000000000002,27.04,0.96,195.37,66.32000000000001,0.909
2055,Switzerland,2002,43419,273.7,113.67,58.620000000000005,43.16,33.56,24.45,0.24,196.59,77.11,0.909
2056,Switzerland,2003,50639,242.66,107.25,51.36,37.21,22.32,23.09,1.43,169.92,72.74,0.909
2057,Switzerland,2004,56123,242.27,108.69,52.22,37.72,24.009999999999998,19.4,0.23,170.99,71.28,0.909
2058,Switzerland,2005,57790,246.19,110.97,50.17,37.56,26.259999999999998,20.759999999999998,0.47,180.52,65.67,0.904
2059,Switzerland,2006,60536,241.63,105.33,54.33,35.09,26.229999999999997,19.43,1.22,169.32,72.31,0.909
2060,Switzerland,2007,66807,255.81,119.19,53.81,34.870000000000005,22.66,24.310000000000002,0.97,181.56,74.25,0.909
2061,Switzerland,2008,76202,237.51,107.96000000000001,52.42,34.0,22.650000000000002,20.240000000000002,0.24,164.08,73.43,0.909
2062,Switzerland,2009,73529,180.13,63.81,41.26,34.769999999999996,18.93,20.369999999999997,0.99,140.71,39.42,0.909
2063,Switzerland,2010,78474,160.52,56.71,39.04,30.630000000000003,20.41,13.239999999999998,0.49,121.8,38.72,0.924
2064,Switzerland,2011,93053,168.22,62.510000000000005,38.28,29.6,19.810000000000002,17.27,0.75,129.55,38.67,0.9250000000000002
2065,Switzerland,2012,87951,165.39,61.9,40.43,29.119999999999997,17.490000000000002,15.72,0.73,127.12,38.27,0.927
2066,Switzerland,2013,89634,170.26,66.10000000000001,42.099999999999994,28.93,17.86,14.52,0.75,132.7,37.56,0.928
2067,Switzerland,2014,90809,162.1,65.32,38.3,27.46,17.19,12.82,1.01,124.27,37.83,0.93
2068,Switzerland,2015,86068,164.66,61.79,38.5,28.43,17.78,17.16,1.0,127.84,36.82,0.909
2069,Thailand,1985,840,82.53999999999999,13.69,15.6,14.219999999999999,17.04,20.77,1.22,51.739999999999995,30.8,0.539
2070,Thailand,1986,911,71.91,9.030000000000001,13.74,14.030000000000001,15.79,18.16,1.1600000000000001,48.78,23.130000000000003,0.6664999999999999
2071,Thailand,1987,1045,81.82000000000001,15.6,15.610000000000001,13.190000000000001,16.2,19.770000000000003,1.45,53.31,28.51,0.6664999999999999
2072,Thailand,1990,1666,95.92,21.09,15.85,16.37,19.99,21.03,1.5899999999999999,65.47,30.45,0.572
2073,Thailand,1991,1891,86.46,15.969999999999999,15.870000000000001,15.01,18.75,20.38,0.48,60.35,26.11,0.6664999999999999
2074,Thailand,1992,2120,83.1,15.03,13.34,15.37,19.240000000000002,19.79,0.33,58.18,24.919999999999998,0.6664999999999999
2075,Thailand,1994,2784,56.27,11.48,10.97,10.42,11.280000000000001,12.079999999999998,0.04,41.24,15.03,0.6664999999999999
2076,Thailand,1995,3114,93.52000000000001,15.68,14.98,17.490000000000002,23.270000000000003,20.32,1.78,68.87,24.650000000000002,0.611
2077,Thailand,1996,3324,93.05,12.600000000000001,15.25,17.04,25.400000000000002,22.76,0.0,69.81,23.240000000000002,0.6664999999999999
2078,Thailand,1997,2689,86.37,13.32,13.16,16.93,23.02,19.939999999999998,0.0,67.69,18.68,0.6664999999999999
2079,Thailand,1998,2005,99.56,12.139999999999999,17.01,18.78,27.380000000000003,23.05,1.2,77.33,22.23,0.6664999999999999
2080,Thailand,1999,2203,109.03,17.560000000000002,18.91,19.64,28.91,22.93,1.08,84.65,24.38,0.6664999999999999
2081,Thailand,2000,2169,106.1,18.450000000000003,17.369999999999997,19.810000000000002,28.240000000000002,22.229999999999997,0.0,82.12,23.98,0.648
2082,Thailand,2002,2305,103.12,21.11,20.31,19.67,23.290000000000003,17.630000000000003,1.11,79.06,24.060000000000002,0.6664999999999999
2083,Thailand,2003,2531,91.16,18.259999999999998,18.74,17.82,21.21,14.149999999999999,0.98,70.04,21.119999999999997,0.6664999999999999
2084,Thailand,2004,2849,86.06,17.8,17.259999999999998,17.29,20.86,12.26,0.5900000000000001,65.37,20.69,0.6664999999999999
2085,Thailand,2005,3094,77.99,15.74,16.2,15.34,18.93,11.0,0.78,61.15,16.84,0.684
2086,Thailand,2006,3598,69.04,13.41,14.37,14.850000000000001,16.73,9.11,0.5700000000000001,55.49,13.55,0.6664999999999999
2087,Thailand,2007,4461,79.14,18.92,16.26,15.76,17.59,10.07,0.54,62.72,16.42,0.6664999999999999
2088,Thailand,2008,4921,78.18,18.64,16.38,16.35,16.65,9.629999999999999,0.53,60.61,17.57,0.6664999999999999
2089,Thailand,2009,4736,78.56,18.53,17.87,15.83,15.87,9.629999999999999,0.8300000000000001,62.41,16.150000000000002,0.6664999999999999
2090,Thailand,2010,5707,80.5,21.990000000000002,16.009999999999998,15.24,16.13,10.44,0.69,64.11,16.39,0.7159999999999999
2091,Thailand,2011,6153,77.59,18.169999999999998,15.829999999999998,15.850000000000001,17.77,9.25,0.72,59.97,17.619999999999997,0.721
2092,Thailand,2012,6584,80.69,19.92,17.41,16.14,17.29,9.25,0.6799999999999999,63.03,17.66,0.7239999999999999
2093,Thailand,2013,6917,79.56,20.91,16.31,16.7,16.55,8.54,0.55,63.14,16.42,0.7239999999999999
2094,Thailand,2014,6662,76.96000000000001,18.5,17.57,16.27,16.1,7.87,0.6499999999999999,60.33,16.63,0.726
2095,Thailand,2015,6552,81.15,20.41,18.67,18.08,15.61,7.73,0.6499999999999999,65.78,15.370000000000001,0.6664999999999999
2096,Trinidad and Tobago,1985,7317,30.169999999999998,0.0,3.92,9.0,10.75,5.6899999999999995,0.81,25.58,4.59,0.673
2097,Trinidad and Tobago,1986,4516,123.13,19.07,22.47,27.83,33.730000000000004,19.26,0.77,81.57000000000001,41.56,0.7198571428571429
2098,Trinidad and Tobago,1987,4449,155.54,43.01,20.529999999999998,29.240000000000002,36.1,25.1,1.56,130.35,25.19,0.7198571428571429
2099,Trinidad and Tobago,1988,4104,228.75,69.32,39.080000000000005,40.47,52.83,23.91,3.14,173.52,55.23,0.7198571428571429
2100,Trinidad and Tobago,1989,4040,198.16,28.89,32.42,50.11,39.910000000000004,43.099999999999994,3.73,154.92,43.239999999999995,0.7198571428571429
2101,Trinidad and Tobago,1990,4656,186.38,16.06,39.54,39.33,47.53,41.0,2.92,137.85,48.53,0.673
2102,Trinidad and Tobago,1991,4817,153.54,6.25,34.22,29.689999999999998,33.23,46.57000000000001,3.58,121.02,32.52,0.7198571428571429
2103,Trinidad and Tobago,1992,4803,194.39000000000001,51.09,31.369999999999997,35.43,38.69,34.239999999999995,3.57,167.85,26.54,0.7198571428571429
2104,Trinidad and Tobago,1993,4066,161.53,7.14,30.96,45.55,46.79,29.58,1.51,135.41,26.12,0.7198571428571429
2105,Trinidad and Tobago,1994,4254,159.4,21.13,41.65,28.86,41.36,25.1,1.3,129.54,29.86,0.7198571428571429
2106,Trinidad and Tobago,1995,4637,242.93,73.07,46.150000000000006,45.12,51.449999999999996,23.55,3.59,207.53,35.4,0.684
2107,Trinidad and Tobago,1996,4982,196.35999999999999,64.39,36.44,32.29,35.17,26.59,1.48,153.63,42.73,0.7198571428571429
2108,Trinidad and Tobago,1997,4937,189.39000000000001,43.1,37.449999999999996,32.6,42.980000000000004,31.77,1.49,160.4,28.990000000000002,0.7198571428571429
2109,Trinidad and Tobago,1998,5175,196.04,53.11,27.31,44.910000000000004,40.669999999999995,26.880000000000003,3.16,161.44,34.6,0.7198571428571429
2110,Trinidad and Tobago,1999,5803,145.32,13.64,44.82,29.61,38.15,19.1,0.0,113.97999999999999,31.34,0.7198571428571429
2111,Trinidad and Tobago,2000,6920,198.32,59.21000000000001,35.79,36.81,37.489999999999995,26.450000000000003,2.57,148.72,49.6,0.717
2112,Trinidad and Tobago,2001,7458,205.33,61.68,33.14,42.19,31.990000000000002,34.52,1.81,169.27,36.06,0.7198571428571429
2113,Trinidad and Tobago,2002,7578,159.01,28.52,28.450000000000003,32.85,40.09,27.21,1.89,131.98,27.03,0.7198571428571429
2114,Trinidad and Tobago,2003,9465,158.25,40.43,30.13,28.47,31.16,27.1,0.96,123.63,34.620000000000005,0.7198571428571429
